TIMESTAMP;SPEED;ALTITUDE;TRIP;TEMPERATURE;FUEL;PERSONS;COUNT_TRIPS
05/04/2024 18:01;5;30;GO;21;BP;3;1
05/04/2024 18:01;21;30;GO;21;BP;3;1
05/04/2024 18:02;7;30;GO;21;BP;3;1
05/04/2024 18:02;7;30;GO;21;BP;3;1
05/04/2024 18:03;8;30;GO;21;BP;3;1
05/04/2024 18:03;15;32;GO;21;BP;3;1
05/04/2024 18:03;26;32;GO;21;BP;3;1
05/04/2024 18:04;43;32;GO;21;BP;3;1
05/04/2024 18:04;43;32;GO;21;BP;3;1
05/04/2024 18:05;26;32;GO;21;BP;3;1
05/04/2024 18:05;23;32;GO;21;BP;3;1
05/04/2024 18:05;35;32;GO;21;BP;3;1
05/04/2024 18:06;36;32;GO;21;BP;3;1
05/04/2024 18:06;0;32;GO;21;BP;3;1
05/04/2024 18:07;30;32;GO;21;BP;3;1
05/04/2024 18:07;41;32;GO;21;BP;3;1
05/04/2024 18:07;26;37;GO;21;BP;3;1
05/04/2024 18:08;29;37;GO;21;BP;3;1
05/04/2024 18:08;39;37;GO;21;BP;3;1
05/04/2024 18:09;31;37;GO;21;BP;3;1
05/04/2024 18:09;4;37;GO;21;BP;3;1
05/04/2024 18:10;18;43;GO;21;BP;3;1
05/04/2024 18:10;13;43;GO;21;BP;3;1
05/04/2024 18:10;28;43;GO;21;BP;3;1
05/04/2024 18:11;0;43;GO;21;BP;3;1
05/04/2024 18:11;14;43;GO;21;BP;3;1
05/04/2024 18:12;18;39;GO;21;BP;3;1
05/04/2024 18:12;15;39;GO;21;BP;3;1
05/04/2024 18:12;30;39;GO;21;BP;3;1
05/04/2024 18:13;20;39;GO;21;BP;3;1
05/04/2024 18:13;4;47;GO;21;BP;3;1
05/04/2024 18:14;5;47;GO;21;BP;3;1
05/04/2024 18:14;10;47;GO;21;BP;3;1
05/04/2024 18:14;13;47;GO;21;BP;3;1
05/04/2024 18:15;22;49;GO;21;BP;3;1
05/04/2024 18:15;23;49;GO;21;BP;3;1
05/04/2024 18:16;21;49;GO;21;BP;3;1
05/04/2024 18:16;7;50;GO;21;BP;3;1
05/04/2024 18:16;9;50;GO;21;BP;3;1
05/04/2024 18:17;10;50;GO;21;BP;3;1
05/04/2024 18:17;4;48;GO;21;BP;3;1
05/04/2024 18:18;3;49;GO;21;BP;3;1
05/04/2024 18:18;0;46;GO;21;BP;3;1
05/04/2024 18:47;0;46;RETURN;21;BP;3;2
05/04/2024 18:47;7;47;RETURN;21;BP;3;2
05/04/2024 18:47;0;46;RETURN;21;BP;3;2
05/04/2024 18:48;10;48;RETURN;21;BP;3;2
05/04/2024 18:48;18;47;RETURN;21;BP;3;2
05/04/2024 18:48;12;48;RETURN;21;BP;3;2
05/04/2024 18:48;13;48;RETURN;21;BP;3;2
05/04/2024 18:49;21;50;RETURN;21;BP;3;2
05/04/2024 18:49;9;50;RETURN;21;BP;3;2
05/04/2024 18:49;5;50;RETURN;21;BP;3;2
05/04/2024 18:49;9;49;RETURN;21;BP;3;2
05/04/2024 18:49;18;50;RETURN;21;BP;3;2
05/04/2024 18:50;24;49;RETURN;21;BP;3;2
05/04/2024 18:50;14;47;RETURN;21;BP;3;2
05/04/2024 18:50;24;48;RETURN;21;BP;3;2
05/04/2024 18:50;29;47;RETURN;21;BP;3;2
05/04/2024 18:51;22;47;RETURN;21;BP;3;2
05/04/2024 18:51;6;47;RETURN;21;BP;3;2
05/04/2024 18:51;7;47;RETURN;21;BP;3;2
05/04/2024 18:51;20;47;RETURN;21;BP;3;2
05/04/2024 18:51;32;43;RETURN;21;BP;3;2
05/04/2024 18:52;10;45;RETURN;21;BP;3;2
05/04/2024 18:52;2;43;RETURN;21;BP;3;2
05/04/2024 18:52;20;37;RETURN;21;BP;3;2
05/04/2024 18:52;38;40;RETURN;21;BP;3;2
05/04/2024 18:53;33;37;RETURN;21;BP;3;2
05/04/2024 18:53;31;32;RETURN;21;BP;3;2
05/04/2024 18:53;29;34;RETURN;21;BP;3;2
05/04/2024 18:53;26;32;RETURN;21;BP;3;2
05/04/2024 18:54;27;32;RETURN;21;BP;3;2
05/04/2024 18:54;19;32;RETURN;21;BP;3;2
05/04/2024 18:54;16;32;RETURN;21;BP;3;2
05/04/2024 18:54;5;32;RETURN;21;BP;3;2
05/04/2024 18:54;13;32;RETURN;21;BP;3;2
05/04/2024 18:55;0;30;RETURN;21;BP;3;2
05/04/2024 18:55;15;30;RETURN;21;BP;3;2
05/04/2024 18:55;19;30;RETURN;21;BP;3;2
05/04/2024 18:55;26;30;RETURN;21;BP;3;2
05/04/2024 18:56;15;30;RETURN;21;BP;3;2
05/04/2024 18:56;5;30;RETURN;21;BP;3;2
05/04/2024 18:56;3;41;RETURN;21;BP;3;2
05/04/2024 18:56;6;41;RETURN;21;BP;3;2
05/04/2024 18:56;6;41;RETURN;21;BP;3;2
05/04/2024 18:57;17;41;RETURN;21;BP;3;2
05/04/2024 18:57;19;38;RETURN;21;BP;3;2
05/04/2024 18:57;22;38;RETURN;21;BP;3;2
05/04/2024 18:57;24;38;RETURN;21;BP;3;2
05/04/2024 18:58;8;38;RETURN;21;BP;3;2
05/04/2024 18:58;3;38;RETURN;21;BP;3;2
05/04/2024 18:58;8;33;RETURN;21;BP;3;2
05/04/2024 18:58;15;33;RETURN;21;BP;3;2
05/04/2024 18:58;22;33;RETURN;21;BP;3;2
05/04/2024 18:59;18;33;RETURN;21;BP;3;2
05/04/2024 18:59;12;33;RETURN;21;BP;3;2
05/04/2024 18:59;9;33;RETURN;21;BP;3;2
05/04/2024 18:59;5;33;RETURN;21;BP;3;2
05/04/2024 19:00;3;33;RETURN;21;BP;3;2
05/04/2024 19:00;2;33;RETURN;21;BP;3;2
05/04/2024 19:00;0;30;RETURN;21;BP;3;2
06/04/2024 9:18;0;33;GO;22;BP;3;1
06/04/2024 9:19;11;32;GO;22;BP;3;1
06/04/2024 9:20;3;32;GO;22;BP;3;1
06/04/2024 9:21;20;32;GO;22;BP;3;1
06/04/2024 9:22;27;33;GO;22;BP;3;1
06/04/2024 9:23;24;27;GO;22;BP;3;1
06/04/2024 9:24;0;27;GO;22;BP;3;1
06/04/2024 9:25;32;19;GO;22;BP;3;1
06/04/2024 9:26;12;23;GO;22;BP;3;1
06/04/2024 9:27;40;2;GO;22;BP;3;1
06/04/2024 9:28;72;10;GO;22;BP;3;1
06/04/2024 9:29;88;5;GO;22;BP;3;1
06/04/2024 9:30;91;4;GO;22;BP;3;1
06/04/2024 9:31;101;6;GO;22;BP;3;1
06/04/2024 9:32;102;6;GO;22;BP;3;1
06/04/2024 9:33;83;6;GO;22;BP;3;1
06/04/2024 9:34;103;15;GO;22;BP;3;1
06/04/2024 9:35;105;10;GO;22;BP;3;1
06/04/2024 9:36;106;15;GO;22;BP;3;1
06/04/2024 9:37;108;70;GO;22;BP;3;1
06/04/2024 9:38;94;42;GO;22;BP;3;1
06/04/2024 9:39;108;125;GO;22;BP;3;1
06/04/2024 9:40;69;98;GO;22;BP;3;1
06/04/2024 9:40;112;91;GO;22;BP;3;1
06/04/2024 9:41;95;108;GO;22;BP;3;1
06/04/2024 9:42;48;61;GO;22;BP;3;1
06/04/2024 9:43;6;76;GO;22;BP;3;1
06/04/2024 9:44;0;30;GO;22;BP;3;1
06/04/2024 9:45;3;46;GO;22;BP;3;1
06/04/2024 9:46;32;46;GO;22;BP;3;1
06/04/2024 9:47;24;23;GO;22;BP;3;1
06/04/2024 9:48;16;26;GO;22;BP;3;1
06/04/2024 9:49;22;23;GO;22;BP;3;1
06/04/2024 9:50;54;21;GO;22;BP;3;1
06/04/2024 9:51;90;22;GO;22;BP;3;1
06/04/2024 9:52;94;21;GO;22;BP;3;1
06/04/2024 9:53;78;69;GO;22;BP;3;1
06/04/2024 9:54;85;45;GO;22;BP;3;1
06/04/2024 9:55;77;69;GO;22;BP;3;1
